event_time,screen,duration,device_id,session_id,date
2025-11-04 00:58:11.440,Rank,5.0,a9ff6e8c-48e3-4116-b7f0-22b1844af636,1762217789334,2025-11-04
2025-11-04 00:58:15.054,Home,4.0,a9ff6e8c-48e3-4116-b7f0-22b1844af636,1762217789334,2025-11-04
2025-11-03 23:59:56.242,Home,3.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-03
2025-11-04 00:00:00.515,MissionModal,4.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:00.515,Forest,4.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:00.870,Rank,0.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:02.201,MissionModal,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:02.201,Forest,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:02.915,Home,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:03.618,Rank,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:09.489,Home,6.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:34.103,Forest,25.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:34.104,MissionModal,25.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:00:34.644,Home,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:01:21.822,Forest,47.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:01:21.823,MissionModal,47.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:01:22.953,Home,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:01:23.666,Forest,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:01:23.667,MissionModal,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:01:24.156,Rank,0.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:02:36.777,Home,2.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:02:56.351,Home,1.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:02:58.077,Forest,2.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:02:58.077,MissionModal,2.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 00:03:01.270,Rank,3.0,0bb720a8-01c9-48ac-a66e-d5e1ba0ae2f9,1762214177703,2025-11-04
2025-11-04 01:56:22.584,Home,3.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:25.741,Rank,3.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:32.839,Forest,7.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:32.839,OXQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:32.840,MissionModal,7.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:41.198,OXQuiz,8.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:41.199,OXQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:41.929,OXQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:41.929,OXQuiz,1.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:41.930,OXQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:44.560,OXQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:44.560,OXQuiz,3.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:46.762,MultipleQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:46.766,MissionModal,2.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:56:46.766,Forest,2.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:57:20.801,MultipleQuiz,34.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:57:20.802,MultipleQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:57:23.584,MultipleQuiz,3.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:57:23.584,MultipleQuiz,,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:58:03.647,Home,11.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:58:28.517,Rank,25.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:58:31.090,Forest,3.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:58:31.090,MissionModal,3.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:58:36.671,Home,6.0,dad40fca-a6f3-4e12-af19-f52769e354a8,1762221373306,2025-11-04
2025-11-04 01:11:01.243,Home,2.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:11:07.334,Rank,6.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:12:51.845,Forest,105.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:12:55.443,Home,2.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:12:59.765,Rank,4.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:13:25.825,Forest,26.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:13:25.825,MissionModal,26.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 01:13:34.152,Rank,8.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762218630227,2025-11-04
2025-11-04 10:24:38.699,Home,1.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:24:39.501,MissionModal,1.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:24:39.501,Forest,1.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:24:49.399,Rank,10.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:02.365,Home,13.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:12.482,MissionModal,10.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:12.482,Forest,10.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:13.235,Home,1.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:15.027,Forest,2.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:15.028,MissionModal,2.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:18.223,Rank,3.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:19.139,Home,1.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:19.625,Forest,0.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:25:19.626,MissionModal,0.0,b1577111-43df-418f-935f-0ab646cb98d0,1762251872115,2025-11-04
2025-11-04 10:15:04.530,MissionModal,1030.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 10:15:04.530,Forest,1030.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 10:15:07.371,Home,3.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 10:15:11.317,Forest,4.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 10:15:11.317,MissionModal,4.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 10:15:22.382,Rank,11.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 10:15:23.583,Home,1.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762251303783,2025-11-04
2025-11-04 12:45:39.618,Home,1.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:41.887,Rank,2.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:47.225,Forest,5.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:47.225,MissionModal,5.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:48.946,Home,2.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:49.721,Rank,1.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:53.349,MissionModal,4.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:53.349,Forest,4.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:45:56.441,Home,3.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:46:05.044,Forest,9.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:46:05.044,MissionModal,9.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:46:12.471,Home,2.0,4cd8a0e4-a241-4541-aab6-21c19dd1efd6,1762260322981,2025-11-04
2025-11-04 12:01:06.107,Home,1.0,f1f39ac6-9e5d-4f15-b61a-78385f4c5b71,1762257664742,2025-11-04
2025-11-04 13:29:41.296,Home,2.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:45.898,OXQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:45.899,MissionModal,5.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:45.899,Forest,5.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:47.166,OXQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:47.166,OXQuiz,1.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:51.826,OXQuiz,5.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:51.827,OXQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:55.455,MultipleQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:55.456,Forest,4.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:29:55.456,MissionModal,4.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:21.729,MultipleQuiz,26.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:21.729,MultipleQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:22.414,MultipleQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:22.414,MultipleQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:22.414,MultipleQuiz,1.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:25.547,MultipleQuiz,3.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:25.548,MultipleQuiz,,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:32.231,Forest,7.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:32.232,MissionModal,7.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:36.969,Home,5.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:30:51.682,Rank,15.0,e4776396-1f3c-4dc2-b46c-2b3472e114a9,1762262974856,2025-11-04
2025-11-04 13:03:37.080,Home,1.0,a9ff6e8c-48e3-4116-b7f0-22b1844af636,1762261415595,2025-11-04
2025-11-04 13:03:54.852,Home,1.0,a9ff6e8c-48e3-4116-b7f0-22b1844af636,1762261415595,2025-11-04
2025-11-04 13:22:19.769,Home,1.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:22.916,Rank,3.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:27.358,Forest,4.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:27.359,MissionModal,4.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:31.954,Home,5.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:37.192,Rank,5.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:37.711,MissionModal,1.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:37.711,Forest,1.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:45.598,Home,2.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 13:22:51.176,Rank,6.0,2bbfb0da-de92-4b99-b298-ad7647275796,1762262534964,2025-11-04
2025-11-04 14:22:48.353,Home,1.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:49.105,Forest,1.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:49.105,MissionModal,1.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:51.456,Rank,2.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:54.185,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:54.186,MissionModal,3.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:54.186,Forest,3.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:56.737,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:56.737,OXQuiz,3.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:57.485,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:57.485,OXQuiz,1.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:57.485,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:57.853,OXQuiz,0.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:57.853,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:22:57.853,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:00.837,OXQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:00.837,OXQuiz,3.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:03.161,Forest,2.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:03.161,MissionModal,2.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:03.161,MultipleQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:05.918,MultipleQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:05.918,MultipleQuiz,3.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:06.232,MultipleQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:06.232,MultipleQuiz,0.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:06.232,MultipleQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:07.861,MultipleQuiz,2.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:07.861,MultipleQuiz,,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:10.132,MissionModal,2.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:10.132,Forest,2.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:12.932,Home,3.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:18.084,Rank,5.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 14:23:19.533,Home,1.0,a837ec1d-05b6-4746-994a-21bc3eab72e8,1762266163276,2025-11-04
2025-11-04 15:00:52.688,Home,2.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:00:59.582,OXQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:00:59.582,MissionModal,7.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:00:59.582,Forest,7.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:02.335,OXQuiz,3.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:02.335,OXQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:03.816,OXQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:03.816,OXQuiz,1.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:03.816,OXQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:05.336,OXQuiz,2.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:05.336,OXQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:12.650,MultipleQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:12.650,MissionModal,7.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:12.650,Forest,7.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:33.671,MultipleQuiz,21.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:33.672,MultipleQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:40.119,MultipleQuiz,6.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:40.119,MultipleQuiz,,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:42.119,Forest,2.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 15:01:42.119,MissionModal,2.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762268441624,2025-11-04
2025-11-04 16:14:32.547,Home,3.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762272869211,2025-11-04
2025-11-04 16:14:40.067,Forest,8.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762272869211,2025-11-04
2025-11-04 16:14:40.067,MissionModal,7.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762272869211,2025-11-04
2025-11-04 16:14:41.413,Rank,1.0,e26ab622-2d32-4301-960b-141049a3dbe3,1762272869211,2025-11-04
